api_route,file_path_server,frontend_files_that_call_it
/api/admin/payments/export,app/api/admin/payments/export/route.ts,app/admin/components/AdminTopActions.tsx
/api/admin/payments/list,app/api/admin/payments/list/route.ts,app/admin/finance/page.tsx
/api/admin/payments/overview,app/api/admin/payments/overview/route.ts,app/admin/finance/page.tsx
/api/admin/payments/refund,app/api/admin/payments/refund/route.ts,app/admin/finance/page.tsx; app/admin/tickets/page.tsx
/api/admin/payments/reprocess,app/api/admin/payments/reprocess/route.ts,app/admin/components/PaymentTools.tsx; app/admin/finance/page.tsx
/api/admin/payouts/[id]/block,app/api/admin/payouts/[id]/block/route.ts,app/admin/finance/page.tsx
/api/admin/payouts/[id]/cancel,app/api/admin/payouts/[id]/cancel/route.ts,app/admin/finance/page.tsx
/api/admin/payouts/[id]/force-release,app/api/admin/payouts/[id]/force-release/route.ts,app/admin/finance/page.tsx
/api/admin/payouts/[id],app/api/admin/payouts/[id]/route.ts,app/admin/finance/page.tsx
/api/admin/payouts/[id]/unblock,app/api/admin/payouts/[id]/unblock/route.ts,app/admin/finance/page.tsx
/api/admin/payouts/list,app/api/admin/payouts/list/route.ts,app/admin/finance/page.tsx
/api/admin/refunds/list,app/api/admin/refunds/list/route.ts,app/admin/finance/page.tsx
/api/admin/refunds/retry,app/api/admin/refunds/retry/route.ts,app/admin/finance/page.tsx
/api/admin/tickets/export,app/api/admin/tickets/export/route.ts,app/admin/components/AdminTopActions.tsx
/api/admin/tickets/list,app/api/admin/tickets/list/route.ts,app/admin/tickets/page.tsx
/api/admin/users/purge-pending,app/api/admin/users/purge-pending/route.ts,
/api/admin/utilizadores/list,app/api/admin/utilizadores/list/route.ts,
/api/admin/utilizadores/manage,app/api/admin/utilizadores/manage/route.ts,app/admin/utilizadores/UsersTableClient.tsx
/api/auth/apple/link,app/api/auth/apple/link/route.ts,app/auth/callback/page.tsx
/api/auth/check-email,app/api/auth/check-email/route.ts,
/api/auth/clear,app/api/auth/clear/route.ts,
/api/auth/login,app/api/auth/login/route.ts,app/components/autenticação/AuthModal.tsx; app/components/checkout/AuthWall.tsx
/api/auth/logout,app/api/auth/logout/route.ts,app/admin/components/AdminLayout.tsx; app/components/Navbar.tsx; app/me/settings/page.tsx; app/organizacao/OrganizationTopBar.tsx
/api/auth/me,app/api/auth/me/route.ts,app/components/autenticação/AuthModal.tsx; app/hooks/useUser.ts
/api/auth/password/reset-request,app/api/auth/password/reset-request/route.ts,app/components/autenticação/AuthModal.tsx
/api/auth/refresh,app/api/auth/refresh/route.ts,app/components/autenticação/AuthModal.tsx; app/components/checkout/AuthWall.tsx
/api/auth/resend-otp,app/api/auth/resend-otp/route.ts,app/components/autenticação/AuthModal.tsx; app/components/checkout/AuthWall.tsx
/api/auth/send-otp,app/api/auth/send-otp/route.ts,app/components/autenticação/AuthModal.tsx; app/components/checkout/AuthWall.tsx
/api/chat/attachments/presign,app/api/chat/attachments/presign/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/blocks,app/api/chat/blocks/route.ts,app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/conversations/[conversationId]/leave,app/api/chat/conversations/[conversationId]/leave/route.ts,app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/conversations/[conversationId]/messages,app/api/chat/conversations/[conversationId]/messages/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/conversations/[conversationId]/notifications,app/api/chat/conversations/[conversationId]/notifications/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/conversations/[conversationId]/read,app/api/chat/conversations/[conversationId]/read/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/conversations/[conversationId],app/api/chat/conversations/[conversationId]/route.ts,app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/conversations/[conversationId]/threads/[messageId],app/api/chat/conversations/[conversationId]/threads/[messageId]/route.ts,
/api/chat/conversations,app/api/chat/conversations/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/messages/[messageId]/pins,app/api/chat/messages/[messageId]/pins/route.ts,app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/messages/[messageId]/reactions,app/api/chat/messages/[messageId]/reactions/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/messages/[messageId]/report,app/api/chat/messages/[messageId]/report/route.ts,
/api/chat/messages/[messageId],app/api/chat/messages/[messageId]/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/messages,app/api/chat/messages/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx; app/organizacao/(dashboard)/chat/preview/useChatPreviewData.ts
/api/chat/search,app/api/chat/search/route.ts,app/organizacao/(dashboard)/chat/ChatInternoV2Client.tsx
/api/checkout/resale,app/api/checkout/resale/route.ts,app/resale/[id]/page.tsx
/api/checkout/status,app/api/checkout/status/route.ts,app/components/checkout/Step3Sucesso.tsx
/api/convites/[token]/checkout,app/api/convites/[token]/checkout/route.ts,app/convites/[token]/InviteClient.tsx
/api/convites/[token],app/api/convites/[token]/route.ts,app/convites/[token]/InviteClient.tsx
/api/cron/bookings/cleanup,app/api/cron/bookings/cleanup/route.ts,
/api/cron/chat/maintenance,app/api/cron/chat/maintenance/route.ts,
/api/cron/creditos/expire,app/api/cron/creditos/expire/route.ts,
/api/cron/crm/campanhas,app/api/cron/crm/campanhas/route.ts,
/api/cron/crm/rebuild,app/api/cron/crm/rebuild/route.ts,
/api/cron/loyalty/expire,app/api/cron/loyalty/expire/route.ts,
/api/cron/operations,app/api/cron/operations/route.ts,
/api/cron/padel/expire,app/api/cron/padel/expire/route.ts,
/api/cron/padel/matchmaking,app/api/cron/padel/matchmaking/route.ts,
/api/cron/padel/reminders,app/api/cron/padel/reminders/route.ts,
/api/cron/padel/split-reminders,app/api/cron/padel/split-reminders/route.ts,
/api/cron/padel/tournament-eve,app/api/cron/padel/tournament-eve/route.ts,
/api/cron/padel/waitlist,app/api/cron/padel/waitlist/route.ts,
/api/cron/payouts/release,app/api/cron/payouts/release/route.ts,
/api/cron/reservations/cleanup,app/api/cron/reservations/cleanup/route.ts,
/api/email/verified,app/api/email/verified/route.ts,
/api/eventos/[slug]/invite-token,app/api/eventos/[slug]/invite-token/route.ts,app/eventos/[slug]/InviteGateClient.tsx
/api/eventos/[slug]/invites/check,app/api/eventos/[slug]/invites/check/route.ts,app/eventos/[slug]/InviteGateClient.tsx
/api/eventos/[slug]/public,app/api/eventos/[slug]/public/route.ts,
/api/eventos/[slug]/resales,app/api/eventos/[slug]/resales/route.ts,
/api/eventos/list,app/api/eventos/list/route.ts,
/api/explorar/eventos/[slug],app/api/explorar/eventos/[slug]/route.ts,
/api/explorar/list,app/api/explorar/list/route.ts,app/components/Navbar.tsx; app/explorar/_components/ExplorarContent.tsx
/api/geo/autocomplete,app/api/geo/autocomplete/route.ts,
/api/geo/details,app/api/geo/details/route.ts,
/api/geo/reverse,app/api/geo/reverse/route.ts,
/api/inscricoes/[id]/submit,app/api/inscricoes/[id]/submit/route.ts,app/inscricoes/[id]/FormSubmissionClient.tsx
/api/internal/analytics/rollup,app/api/internal/analytics/rollup/route.ts,
/api/internal/audit,app/api/internal/audit/route.ts,
/api/internal/chat/backfill,app/api/internal/chat/backfill/route.ts,
/api/internal/checkin/consume,app/api/internal/checkin/consume/route.ts,
/api/internal/checkout/timeline,app/api/internal/checkout/timeline/route.ts,
/api/internal/crm/ingest,app/api/internal/crm/ingest/route.ts,
/api/internal/crm/rebuild,app/api/internal/crm/rebuild/route.ts,
/api/internal/cron/coverage,app/api/internal/cron/coverage/route.ts,
/api/internal/notifications/sweep,app/api/internal/notifications/sweep/route.ts,
/api/internal/ops/dashboard,app/api/internal/ops/dashboard/route.ts,
/api/internal/ops/feed,app/api/internal/ops/feed/route.ts,
/api/internal/ops/health,app/api/internal/ops/health/route.ts,
/api/internal/ops/outbox/replay,app/api/internal/ops/outbox/replay/route.ts,
/api/internal/ops/outbox/summary,app/api/internal/ops/outbox/summary/route.ts,
/api/internal/ops/padel/integrity,app/api/internal/ops/padel/integrity/route.ts,
/api/internal/ops/slo,app/api/internal/ops/slo/route.ts,
/api/internal/outbox/dlq,app/api/internal/outbox/dlq/route.ts,
/api/internal/outbox/replay,app/api/internal/outbox/replay/route.ts,
/api/internal/padel/registrations/backfill,app/api/internal/padel/registrations/backfill/route.ts,
/api/internal/public-api/keys,app/api/internal/public-api/keys/route.ts,
/api/internal/reconcile,app/api/internal/reconcile/route.ts,
/api/internal/reprocess/payment-intent,app/api/internal/reprocess/payment-intent/route.ts,
/api/internal/reprocess/purchase,app/api/internal/reprocess/purchase/route.ts,
/api/internal/reprocess/stripe-event,app/api/internal/reprocess/stripe-event/route.ts,
/api/internal/worker/operations,app/api/internal/worker/operations/route.ts,
/api/livehub/[slug],app/api/livehub/[slug]/route.ts,app/eventos/[slug]/EventLiveClient.tsx
/api/location/ip,app/api/location/ip/route.ts,
/api/maps/apple-token,app/api/maps/apple-token/route.ts,app/components/maps/AppleMapsLoader.tsx
/api/me/agenda,app/api/me/agenda/route.ts,app/agora/page.tsx; app/components/home/HomePersonalized.tsx; app/me/carteira/WalletHubClient.tsx; app/me/page.tsx
/api/me/claim-guest,app/api/me/claim-guest/route.ts,app/auth/callback/page.tsx; app/hooks/useUser.ts
/api/me/consents,app/api/me/consents/route.ts,app/me/settings/page.tsx
/api/me/contact-phone,app/api/me/contact-phone/route.ts,app/[username]/_components/ReservasBookingClient.tsx
/api/me/creditos,app/api/me/creditos/route.ts,
/api/me/dsar/export,app/api/me/dsar/export/route.ts,
/api/me/inscricoes/[id],app/api/me/inscricoes/[id]/route.ts,
/api/me/inscricoes,app/api/me/inscricoes/route.ts,
/api/me/location/coarse,app/api/me/location/coarse/route.ts,
/api/me/location/consent,app/api/me/location/consent/route.ts,
/api/me/loyalty/carteira,app/api/me/loyalty/carteira/route.ts,
/api/me/loyalty/recompensas/[rewardId]/resgatar,app/api/me/loyalty/recompensas/[rewardId]/resgatar/route.ts,app/me/carteira/WalletHubClient.tsx
/api/me/loyalty/recompensas,app/api/me/loyalty/recompensas/route.ts,app/me/carteira/WalletHubClient.tsx
/api/me/notifications/[id]/read,app/api/me/notifications/[id]/read/route.ts,
/api/me/notifications,app/api/me/notifications/route.ts,
/api/me/purchases,app/api/me/purchases/route.ts,app/me/compras/page.tsx
/api/me/push-tokens,app/api/me/push-tokens/route.ts,
/api/me/reservas/[id]/calendar.ics,app/api/me/reservas/[id]/calendar.ics/route.ts,
/api/me/reservas/[id]/cancel/preview,app/api/me/reservas/[id]/cancel/preview/route.ts,app/me/reservas/page.tsx
/api/me/reservas/[id]/cancel,app/api/me/reservas/[id]/cancel/route.ts,app/[username]/_components/ReservasBookingClient.tsx; app/me/reservas/page.tsx
/api/me/reservas/[id]/invites/resend,app/api/me/reservas/[id]/invites/resend/route.ts,app/me/reservas/page.tsx
/api/me/reservas/[id]/invites,app/api/me/reservas/[id]/invites/route.ts,app/me/reservas/page.tsx
/api/me/reservas/[id]/reschedule,app/api/me/reservas/[id]/reschedule/route.ts,app/me/reservas/page.tsx
/api/me/reservas/[id]/review,app/api/me/reservas/[id]/review/route.ts,app/me/reservas/page.tsx
/api/me/reservas/[id],app/api/me/reservas/[id]/route.ts,app/[username]/_components/ReservasBookingClient.tsx
/api/me/reservas/[id]/split,app/api/me/reservas/[id]/split/route.ts,app/me/reservas/page.tsx
/api/me/reservas,app/api/me/reservas/route.ts,app/me/reservas/page.tsx
/api/me,app/api/me/route.ts,
/api/me/settings/delete/cancel,app/api/me/settings/delete/cancel/route.ts,
/api/me/settings/delete,app/api/me/settings/delete/route.ts,app/me/settings/page.tsx
/api/me/settings/email,app/api/me/settings/email/route.ts,app/me/settings/page.tsx
/api/me/settings/save,app/api/me/settings/save/route.ts,app/me/settings/page.tsx
/api/me/store/bundles/[id]/items/[itemId],app/api/me/store/bundles/[id]/items/[itemId]/route.ts,
/api/me/store/bundles/[id]/items,app/api/me/store/bundles/[id]/items/route.ts,
/api/me/store/bundles/[id],app/api/me/store/bundles/[id]/route.ts,
/api/me/store/bundles,app/api/me/store/bundles/route.ts,app/me/loja/page.tsx
/api/me/store/categories/[id],app/api/me/store/categories/[id]/route.ts,
/api/me/store/categories,app/api/me/store/categories/route.ts,app/me/loja/page.tsx
/api/me/store/orders/[orderId],app/api/me/store/orders/[orderId]/route.ts,
/api/me/store/orders/[orderId]/shipments,app/api/me/store/orders/[orderId]/shipments/route.ts,
/api/me/store/orders,app/api/me/store/orders/route.ts,app/me/loja/page.tsx
/api/me/store/overview,app/api/me/store/overview/route.ts,app/me/loja/page.tsx
/api/me/store/products/[id]/digital-assets/[assetId],app/api/me/store/products/[id]/digital-assets/[assetId]/route.ts,
/api/me/store/products/[id]/digital-assets,app/api/me/store/products/[id]/digital-assets/route.ts,
/api/me/store/products/[id]/images/[imageId],app/api/me/store/products/[id]/images/[imageId]/route.ts,
/api/me/store/products/[id]/images,app/api/me/store/products/[id]/images/route.ts,
/api/me/store/products/[id]/options/[optionId],app/api/me/store/products/[id]/options/[optionId]/route.ts,
/api/me/store/products/[id]/options/[optionId]/values/[valueId],app/api/me/store/products/[id]/options/[optionId]/values/[valueId]/route.ts,
/api/me/store/products/[id]/options/[optionId]/values,app/api/me/store/products/[id]/options/[optionId]/values/route.ts,
/api/me/store/products/[id]/options,app/api/me/store/products/[id]/options/route.ts,
/api/me/store/products/[id],app/api/me/store/products/[id]/route.ts,
/api/me/store/products/[id]/variants/[variantId],app/api/me/store/products/[id]/variants/[variantId]/route.ts,
/api/me/store/products/[id]/variants,app/api/me/store/products/[id]/variants/route.ts,
/api/me/store/products,app/api/me/store/products/route.ts,app/me/loja/page.tsx
/api/me/store/purchases/[orderId]/invoice,app/api/me/store/purchases/[orderId]/invoice/route.ts,app/me/compras/loja/[orderId]/page.tsx; app/me/compras/loja/page.tsx
/api/me/store/purchases/[orderId]/receipt,app/api/me/store/purchases/[orderId]/receipt/route.ts,app/me/compras/loja/[orderId]/page.tsx; app/me/compras/loja/page.tsx
/api/me/store/purchases/[orderId],app/api/me/store/purchases/[orderId]/route.ts,app/me/compras/loja/[orderId]/page.tsx
/api/me/store/purchases,app/api/me/store/purchases/route.ts,app/me/carteira/WalletHubClient.tsx; app/me/compras/loja/page.tsx
/api/me/store,app/api/me/store/route.ts,app/me/loja/page.tsx
/api/me/store/shipments/[shipmentId],app/api/me/store/shipments/[shipmentId]/route.ts,
/api/me/store/shipping/methods/[methodId],app/api/me/store/shipping/methods/[methodId]/route.ts,
/api/me/store/shipping/methods/[methodId]/tiers,app/api/me/store/shipping/methods/[methodId]/tiers/route.ts,
/api/me/store/shipping/settings,app/api/me/store/shipping/settings/route.ts,app/me/loja/page.tsx
/api/me/store/shipping/tiers/[tierId],app/api/me/store/shipping/tiers/[tierId]/route.ts,
/api/me/store/shipping/zones/[zoneId]/methods,app/api/me/store/shipping/zones/[zoneId]/methods/route.ts,
/api/me/store/shipping/zones/[zoneId],app/api/me/store/shipping/zones/[zoneId]/route.ts,
/api/me/store/shipping/zones,app/api/me/store/shipping/zones/route.ts,
/api/me/wallet/[entitlementId]/pass,app/api/me/wallet/[entitlementId]/pass/route.ts,
/api/me/wallet/[entitlementId],app/api/me/wallet/[entitlementId]/route.ts,app/me/bilhetes/[id]/TicketDetailClient.tsx
/api/me/wallet,app/api/me/wallet/route.ts,app/components/checkout/Step3Sucesso.tsx; app/components/wallet/useWallet.ts
/api/notifications/mark-click,app/api/notifications/mark-click/route.ts,app/components/notifications/NotificationBell.tsx; app/social/page.tsx
/api/notifications/mark-read,app/api/notifications/mark-read/route.ts,app/components/notifications/NotificationBell.tsx; app/social/page.tsx
/api/notifications/prefs,app/api/notifications/prefs/route.ts,app/me/settings/page.tsx
/api/notifications,app/api/notifications/route.ts,app/components/Navbar.tsx; app/components/mobile/MobileTopBar.tsx; app/components/notifications/NotificationBell.tsx; app/social/page.tsx
/api/organizacao/agenda,app/api/organizacao/agenda/route.ts,
/api/organizacao/agenda/soft-blocks,app/api/organizacao/agenda/soft-blocks/route.ts,
/api/organizacao/analytics/dimensoes,app/api/organizacao/analytics/dimensoes/route.ts,
/api/organizacao/analytics/overview,app/api/organizacao/analytics/overview/route.ts,
/api/organizacao/audit,app/api/organizacao/audit/route.ts,app/organizacao/(dashboard)/staff/page.tsx
/api/organizacao/avaliacoes,app/api/organizacao/avaliacoes/route.ts,app/organizacao/OrganizationPublicProfilePanel.tsx
/api/organizacao/become,app/api/organizacao/become/route.ts,
/api/organizacao/chat/canais/[channelId]/mensagens,app/api/organizacao/chat/canais/[channelId]/mensagens/route.ts,
/api/organizacao/chat/canais,app/api/organizacao/chat/canais/route.ts,
/api/organizacao/checkin/preview,app/api/organizacao/checkin/preview/route.ts,app/components/checkin/CheckinScanner.tsx
/api/organizacao/checkin,app/api/organizacao/checkin/route.ts,app/components/checkin/CheckinScanner.tsx
/api/organizacao/club/finance/overview,app/api/organizacao/club/finance/overview/route.ts,app/organizacao/(dashboard)/clube/caixa/page.tsx
/api/organizacao/consentimentos/[userId],app/api/organizacao/consentimentos/[userId]/route.ts,app/organizacao/(dashboard)/crm/clientes/[customerId]/page.tsx
/api/organizacao/consentimentos,app/api/organizacao/consentimentos/route.ts,
/api/organizacao/crm/campanhas/[campaignId]/enviar,app/api/organizacao/crm/campanhas/[campaignId]/enviar/route.ts,app/organizacao/(dashboard)/crm/campanhas/page.tsx
/api/organizacao/crm/campanhas,app/api/organizacao/crm/campanhas/route.ts,app/organizacao/(dashboard)/crm/campanhas/page.tsx
/api/organizacao/crm/clientes/[customerId]/notas,app/api/organizacao/crm/clientes/[customerId]/notas/route.ts,app/organizacao/(dashboard)/crm/clientes/[customerId]/page.tsx
/api/organizacao/crm/clientes/[customerId],app/api/organizacao/crm/clientes/[customerId]/route.ts,app/organizacao/(dashboard)/crm/clientes/[customerId]/page.tsx
/api/organizacao/crm/clientes/[customerId]/tags,app/api/organizacao/crm/clientes/[customerId]/tags/route.ts,app/organizacao/(dashboard)/crm/clientes/[customerId]/page.tsx
/api/organizacao/crm/clientes,app/api/organizacao/crm/clientes/route.ts,app/organizacao/(dashboard)/crm/clientes/page.tsx
/api/organizacao/crm/relatorios,app/api/organizacao/crm/relatorios/route.ts,app/organizacao/(dashboard)/crm/relatorios/page.tsx
/api/organizacao/crm/segmentos/[segmentId]/preview,app/api/organizacao/crm/segmentos/[segmentId]/preview/route.ts,app/organizacao/(dashboard)/crm/segmentos/[segmentId]/page.tsx
/api/organizacao/crm/segmentos/[segmentId],app/api/organizacao/crm/segmentos/[segmentId]/route.ts,app/organizacao/(dashboard)/crm/segmentos/[segmentId]/page.tsx
/api/organizacao/crm/segmentos,app/api/organizacao/crm/segmentos/route.ts,app/organizacao/(dashboard)/crm/campanhas/page.tsx; app/organizacao/(dashboard)/crm/segmentos/page.tsx
/api/organizacao/estatisticas/buyers,app/api/organizacao/estatisticas/buyers/route.ts,app/organizacao/DashboardClient.tsx
/api/organizacao/estatisticas/overview,app/api/organizacao/estatisticas/overview/route.ts,app/organizacao/(dashboard)/padel/PadelHubClient.tsx; app/organizacao/DashboardClient.tsx
/api/organizacao/estatisticas/time-series,app/api/organizacao/estatisticas/time-series/route.ts,app/organizacao/DashboardClient.tsx
/api/organizacao/events/[id]/attendees,app/api/organizacao/events/[id]/attendees/route.ts,app/organizacao/(dashboard)/eventos/[id]/EventAttendeesPanel.tsx
/api/organizacao/events/[id]/invite-token,app/api/organizacao/events/[id]/invite-token/route.ts,
/api/organizacao/events/[id]/invites,app/api/organizacao/events/[id]/invites/route.ts,app/organizacao/(dashboard)/eventos/EventEditClient.tsx
/api/organizacao/events/[id]/refund,app/api/organizacao/events/[id]/refund/route.ts,app/organizacao/(dashboard)/eventos/[id]/EventAttendeesPanel.tsx
/api/organizacao/events/create,app/api/organizacao/events/create/route.ts,app/organizacao/(dashboard)/eventos/novo/page.tsx; app/organizacao/(dashboard)/padel/torneios/novo/PadelTournamentWizardClient.tsx
/api/organizacao/events/list,app/api/organizacao/events/list/route.ts,app/components/checkin/CheckinScanner.tsx; app/organizacao/(dashboard)/categorias/page.tsx; app/organizacao/(dashboard)/padel/PadelHubClient.tsx; app/organizacao/DashboardClient.tsx
/api/organizacao/events/update,app/api/organizacao/events/update/route.ts,app/eventos/[slug]/EventLiveClient.tsx; app/organizacao/(dashboard)/eventos/EventEditClient.tsx; app/organizacao/(dashboard)/eventos/EventLivePrepClient.tsx; app/organizacao/DashboardClient.tsx
/api/organizacao/faturacao,app/api/organizacao/faturacao/route.ts,
/api/organizacao/finance/exports/fees,app/api/organizacao/finance/exports/fees/route.ts,
/api/organizacao/finance/exports/ledger,app/api/organizacao/finance/exports/ledger/route.ts,
/api/organizacao/finance/exports/payouts,app/api/organizacao/finance/exports/payouts/route.ts,
/api/organizacao/finance/invoicing,app/api/organizacao/finance/invoicing/route.ts,
/api/organizacao/finance/overview,app/api/organizacao/finance/overview/route.ts,app/organizacao/DashboardClient.tsx
/api/organizacao/finance/reconciliation,app/api/organizacao/finance/reconciliation/route.ts,app/organizacao/pagamentos/ReconciliationPanel.tsx
/api/organizacao/inscricoes/[id]/export,app/api/organizacao/inscricoes/[id]/export/route.ts,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx
/api/organizacao/inscricoes/[id],app/api/organizacao/inscricoes/[id]/route.ts,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx; app/organizacao/(dashboard)/inscricoes/page.tsx
/api/organizacao/inscricoes/[id]/submissions,app/api/organizacao/inscricoes/[id]/submissions/route.ts,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx
/api/organizacao/inscricoes/[id]/summary,app/api/organizacao/inscricoes/[id]/summary/route.ts,app/organizacao/(dashboard)/inscricoes/[id]/page.tsx
/api/organizacao/inscricoes,app/api/organizacao/inscricoes/route.ts,app/organizacao/(dashboard)/inscricoes/page.tsx; app/organizacao/OrganizationPublicProfilePanel.tsx
/api/organizacao/invites,app/api/organizacao/invites/route.ts,app/convites/organizacoes/OrganizationInvitesClient.tsx
/api/organizacao/loja/bundles/[id]/items/[itemId],app/api/organizacao/loja/bundles/[id]/items/[itemId]/route.ts,
/api/organizacao/loja/bundles/[id]/items,app/api/organizacao/loja/bundles/[id]/items/route.ts,
/api/organizacao/loja/bundles/[id],app/api/organizacao/loja/bundles/[id]/route.ts,
/api/organizacao/loja/bundles,app/api/organizacao/loja/bundles/route.ts,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/categories/[id],app/api/organizacao/loja/categories/[id]/route.ts,
/api/organizacao/loja/categories,app/api/organizacao/loja/categories/route.ts,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/orders/[orderId],app/api/organizacao/loja/orders/[orderId]/route.ts,
/api/organizacao/loja/orders/[orderId]/shipments,app/api/organizacao/loja/orders/[orderId]/shipments/route.ts,
/api/organizacao/loja/orders,app/api/organizacao/loja/orders/route.ts,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/overview,app/api/organizacao/loja/overview/route.ts,app/organizacao/(dashboard)/loja/page.tsx
/api/organizacao/loja/preview,app/api/organizacao/loja/preview/route.ts,app/organizacao/OrganizationPublicProfilePanel.tsx
/api/organizacao/loja/products/[id]/digital-assets/[assetId],app/api/organizacao/loja/products/[id]/digital-assets/[assetId]/route.ts,
/api/organizacao/loja/products/[id]/digital-assets,app/api/organizacao/loja/products/[id]/digital-assets/route.ts,
/api/organizacao/loja/products/[id]/images/[imageId],app/api/organizacao/loja/products/[id]/images/[imageId]/route.ts,
/api/organizacao/loja/products/[id]/images,app/api/organizacao/loja/products/[id]/images/route.ts,
/api/organizacao/loja/products/[id]/options/[optionId],app/api/organizacao/loja/products/[id]/options/[optionId]/route.ts,
